iter	RMSE
396	34.1499091
397	34.14767414
398	34.1442629
399	34.1398132
400	34.13317086
401	34.12702656
402	34.12305086
403	34.1165214
404	34.11361732
405	34.10927164
406	34.1048152
407	34.10076516
408	34.09480544
409	34.09220764
410	34.08827343
411	34.07874026
412	34.07597067
413	34.06767534
414	34.06307715
415	34.0591342
416	34.04699571
417	34.04248371
418	34.03678949
419	34.03267041
420	34.02386851
421	34.0191802
422	34.01621149
423	34.01157772
424	34.00775442
425	34.00386689
426	33.995537
427	33.98987023
428	33.98302157
429	33.97699732
430	33.97325497
431	33.96804607
432	33.96467
433	33.95908013
434	33.95407387
435	33.9488949
436	33.94711157
437	33.94173255
438	33.93872094
439	33.93734204
440	33.92990644
441	33.92175266
442	33.91627064
443	33.91182581
444	33.90407343
445	33.89677202
446	33.89308921
447	33.88779277
448	33.86585744
449	33.86255772
450	33.85897372
451	33.85379531
452	33.84970572
453	33.84397942
454	33.83841811
455	33.83407764
456	33.82972465
457	33.82369873
458	33.82197611
459	33.81910272
460	33.81276068
461	33.8070874
462	33.80120341
463	33.79652946
464	33.79307791
465	33.79008983
466	33.78633553
467	33.7832388
468	33.77784495
469	33.77340671
470	33.76917991
471	33.7596685
472	33.75238765
473	33.74481569
474	33.73914299
475	33.73416708
476	33.73111884
477	33.72686544
478	33.71936177
479	33.715093
480	33.71197857
481	33.70850463
482	33.70270863
483	33.69879973
484	33.69610364
485	33.69119698
486	33.68542729
487	33.68287599
488	33.67903709
489	33.67686753
490	33.67460866
491	33.66885087
492	33.66413433
493	33.66139288
494	33.65727038
495	33.65426102
496	33.6510844
497	33.64731075
498	33.64400934
499	33.63941333
500	33.6372156
501	33.62489541
502	33.62208139
503	33.61898087
504	33.61502616
505	33.61245065
506	33.60490722
507	33.59423534
508	33.58864724
509	33.58591416
510	33.58310011
511	33.57985063
512	33.57715814
513	33.57614772
514	33.57296135
515	33.57010249
516	33.5668618
517	33.56109525
518	33.55833934
519	33.55405626
520	33.55206847
521	33.54938781
522	33.54508106
523	33.54139641
524	33.53799277
525	33.53480361
526	33.53086027
527	33.52816373
528	33.52625503
529	33.52109435
530	33.51889434
531	33.5167753
532	33.51461807
533	33.5098325
534	33.50730131
535	33.50320432
536	33.50131029
537	33.49956555
538	33.49728455
539	33.49511627
540	33.49270789
541	33.4903672
542	33.48884318
543	33.48536753
544	33.48306378
545	33.48076756
546	33.47879809
547	33.47484349
548	33.47275466
549	33.47041966
550	33.46683645
551	33.46515838
552	33.4584428
553	33.45631292
554	33.45561438
555	33.45300122
556	33.44873123
557	33.44525314
558	33.44184894
559	33.44119098
560	33.43902608
561	33.43758657
562	33.43608225
563	33.43279054
564	33.4292558
565	33.42637586
566	33.41706667
567	33.41508102
568	33.41129621
569	33.4096935
570	33.40749691
571	33.40179867
572	33.39696421
573	33.39219007
574	33.38807446
575	33.38440237
576	33.38196029
577	33.38001397
578	33.37593058
579	33.37366925
580	33.36863474
581	33.36637459
582	33.36473571
583	33.36133453
584	33.35924009
585	33.35511659
586	33.35255704
587	33.35046939
588	33.34883045
589	33.34545132
590	33.34297163
591	33.34122487
592	33.33836194
593	33.33400567
594	33.33207295
595	33.33071167
596	33.32759684
597	33.32520261
598	33.32103726
599	33.31914873
600	33.31534295
601	33.31169799
602	33.30900765
603	33.30563248
604	33.29793949
605	33.2962058
606	33.29454689
607	33.28331053
608	33.28168803
609	33.279239
610	33.27651717
611	33.27446771
612	33.27161751
613	33.26845066
614	33.26491217
615	33.26214316
616	33.26067795
617	33.2593188
618	33.2577382
619	33.25654618
620	33.25258806
621	33.25139233
622	33.24910267
623	33.24746717
624	33.24524917
625	33.24247883
626	33.24051935
627	33.23498121
628	33.23253476
629	33.23056952
630	33.22899776
631	33.2264503
632	33.22426963
633	33.21836763
634	33.21698104
635	33.2149948
636	33.21291309
637	33.20953631
638	33.20687594
639	33.20423238
640	33.20264751
641	33.19948822
642	33.19824772
643	33.19725937
644	33.19610425
645	33.19231104
646	33.18900294
647	33.18394714
648	33.18077235
649	33.17368573
650	33.17202786
651	33.16946637
652	33.16534012
653	33.16346217
654	33.16128622
655	33.15979052
656	33.15783753
657	33.15572308
658	33.15291423
659	33.14325534
660	33.14145285
661	33.13741224
662	33.13487834
663	33.13363803
664	33.12887146
665	33.12721822
666	33.12455255
667	33.12011106
668	33.11903639
669	33.11651061
670	33.1143171
671	33.11206755
672	33.10978782
673	33.10754936
674	33.10421154
675	33.10109978
676	33.09858895
677	33.0949005
678	33.0900501
679	33.08787095
680	33.08406494
681	33.08198381
682	33.07908058
683	33.07732205
684	33.07575392
685	33.07230403
686	33.07011159
687	33.06845033
688	33.0665333
689	33.06406637
690	33.05867408
691	33.05652583
692	33.05320534
693	33.05023715
694	33.04793578
695	33.04668976
696	33.0446626
697	33.04125527
698	33.03910475
699	33.03645031
700	33.03392974
701	33.02804397
702	33.01933175
703	33.01082839
704	33.00510463
705	33.00132486
706	32.99870535
707	32.99764916
708	32.99561839
709	32.99259458
710	32.99016006
711	32.98751653
712	32.98597793
713	32.9824979
714	32.98080602
715	32.97885655
716	32.97732543
717	32.97547131
718	32.97364666
719	32.97256511
720	32.96987775
721	32.96539489
722	32.96357573
723	32.96149127
724	32.9587519
725	32.95657405
726	32.95447124
727	32.953055
728	32.95203861
729	32.9504983
730	32.94831956
731	32.94456139
732	32.94329527
733	32.94012159
734	32.93390576
735	32.93167814
736	32.9299847
737	32.92778658
738	32.92538234
739	32.92411705
740	32.92115733
741	32.91881901
742	32.91611308
743	32.9151899
744	32.91331484
745	32.90992986
746	32.90619537
747	32.90432772
748	32.9010064
749	32.89868566
750	32.89686583
751	32.89596997
752	32.89406681
753	32.89088066
754	32.88285131
755	32.88109017
756	32.88022668
757	32.87836455
758	32.87672443
759	32.86856019
760	32.86327403
761	32.86144595
762	32.86015657
763	32.85864238
764	32.85745688
765	32.8548021
766	32.85321688
767	32.85148106
768	32.84907423
769	32.84724452
770	32.84495487
771	32.83779698
772	32.83606471
773	32.83413255
774	32.83319014
775	32.83025681
776	32.82848742
777	32.82688741
778	32.82561016
779	32.82408572
780	32.81700326
781	32.81567433
782	32.81397309
783	32.80891883
784	32.80725426
785	32.80581436
786	32.80492981
787	32.80355309
788	32.80025844
789	32.79765542
790	32.7964988
791	32.79383844
792	32.79127782
793	32.79002142
794	32.78811916
795	32.78720813
796	32.78532739
797	32.78385959
798	32.77619569
799	32.77501767
800	32.77211369
801	32.76817521
802	32.76624845
803	32.76338505
804	32.76203821
805	32.76025637
806	32.75807286
807	32.75624324
808	32.75397122
809	32.75221362
810	32.75121718
811	32.74836733
812	32.74707665
813	32.7456896
814	32.74396585
815	32.74306628
816	32.7412336
817	32.73796213
818	32.73498321
819	32.73402081
820	32.73298352
821	32.7311607
822	32.72999471
823	32.72861936
824	32.72652636
825	32.7246715
826	32.72298474
827	32.7210211
828	32.71827456
829	32.71558785
830	32.71417577
831	32.7122451
832	32.71058832
833	32.70934191
834	32.70766225
835	32.70636787
836	32.70532211
837	32.70455094
838	32.70326077
839	32.70195505
840	32.7003915
841	32.69706375
842	32.69520142
843	32.69091017
844	32.69015514
845	32.68895608
846	32.68770656
847	32.68623766
848	32.6845993
849	32.68164456
850	32.68061839
851	32.67943709
852	32.67685766
853	32.67553669
854	32.67450977
855	32.67386182
856	32.67254325
857	32.6719307
858	32.66623774
859	32.66446142
860	32.66161802
861	32.65974496
862	32.65829604
863	32.65676471
864	32.65555626
865	32.65440002
866	32.65197768
867	32.65138543
868	32.64940164
869	32.64721291
870	32.6461057
871	32.6435636
872	32.64128575
873	32.63947189
874	32.63689533
875	32.63355087
876	32.63227161
877	32.62934803
878	32.62863819
879	32.62619929
880	32.62302822
881	32.62200207
882	32.62057908
883	32.62003698
884	32.61843903
885	32.61601479
886	32.61372155
887	32.61282906
888	32.61160209
889	32.60874297
890	32.60680418
891	32.60513582
892	32.60452479
893	32.60209451
894	32.60030527
895	32.59932385
896	32.597354
897	32.59642236
898	32.59525102
899	32.59375315
900	32.59257229
901	32.58872371
902	32.58632296
903	32.58429054
904	32.58346694
905	32.57756867
906	32.57615634
907	32.57470401
908	32.57314624
909	32.56824434
910	32.5662497
911	32.56466327
912	32.56296904
913	32.56112411
914	32.55974477
915	32.55837287
916	32.55610135
917	32.55455972
918	32.55375098
919	32.55229357
920	32.54936893
921	32.54791029
922	32.54571647
923	32.54430856
924	32.54309806
925	32.54234862
926	32.54110937
927	32.53970481
928	32.53855727
929	32.53653978
930	32.53580812
931	32.53426507
932	32.53379292
933	32.53269204
934	32.53045635
935	32.52833187
936	32.5241585
937	32.52337888
938	32.51999582
939	32.51786471
940	32.51740463
941	32.51439825
942	32.51325225
943	32.51233466
944	32.51132231
945	32.5076502
946	32.50656712
947	32.50572228
948	32.5047602
949	32.50257804
950	32.50127658
951	32.49868375
952	32.49320044
953	32.49242805
954	32.48693882
955	32.48473215
956	32.48207845
957	32.48106754
958	32.48031451
959	32.47940358
960	32.47761087
961	32.47565437
962	32.47490495
963	32.4733948
964	32.47281917
965	32.47052928
966	32.46911313
967	32.46236982
968	32.46137079
969	32.45953553
970	32.45882133
971	32.45694857
972	32.45575432
973	32.45438265
974	32.45208195
975	32.45132336
976	32.45003314
977	32.44738547
978	32.44649892
979	32.44283296
980	32.44088685
981	32.43917892
982	32.43789459
983	32.43651237
984	32.43522895
985	32.43362549
986	32.43292696
987	32.43180724
988	32.43094708
989	32.43018831
990	32.42470897
991	32.42362471
992	32.42282473
993	32.42194529
994	32.41992808
995	32.41913834
996	32.41791508
997	32.41690398
998	32.41357388
999	32.41206957
